Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv2671	ribD	Possible bifunctional enzyme riboflavin biosynthesis protein RibD: diaminohydroxyphosphoribosylaminopyrimidine deaminase (riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino)uracil reductase (HTP reductase)	2017_Xu_1D	0.366259219281637	1	1	0
Rv2672	-	Possible secreted protease	2017_Xu_1D	-0.47951959342749	1	1	3
Rv2673	aftC	Possible arabinofuranosyltransferase AftC	2017_Xu_1D	0	1	1	1
Rv2674	msrB	Probable peptide methionine sulfoxide reductase MsrB (protein-methionine-R-oxide reductase) (peptide met(O) reductase)	2017_Xu_1D	-0.300791058704277	1	1	1
Rv2675c	-	hypothetical protein	2017_Xu_1D	0.09513098375146	1	1	3
Rv2676c	-	hypothetical protein	2017_Xu_1D	0	1	1	4
Rv2677c	hemY	Probable protoporphyrinogen oxidase HemY (protoporphyrinogen-IX oxidase) (protoporphyrinogenase) (PPO)	2017_Xu_1D	0	1	1	0
Rv2678c	hemE	Probable uroporphyrinogen decarboxylase HemE (uroporphyrinogen III decarboxylase) (URO-D) (UPD)	2017_Xu_1D	0	1	1	0
Rv2679	echA15	Probable enoyl-CoA hydratase EchA15 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1D	0.061485830490657	1	1	0
Rv2680	-	hypothetical protein	2017_Xu_1D	2.87012463235905	1	1	3
Rv2681	-	Conserved hypothetical alanine rich protein	2017_Xu_1D	0.096651221825098	1	1	3
Rv2682c	dxs1	Probable 1-deoxy-D-xylulose 5-phosphate synthase Dxs1 (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	2017_Xu_1D	0	1	1	0
Rv2683	-	hypothetical protein	2017_Xu_1D	0.063820687218004	1	1	4
Rv2684	arsA	Probable arsenic-transport integral membrane protein ArsA	2017_Xu_1D	-0.065427628446035	1	1	0
Rv2685	arsB1	Probable arsenic-transport integral membrane protein ArsB1	2017_Xu_1D	0.232703543010964	1	1	0
Rv2686c	-	Antibiotic-transport integral membrane leucine and alanine and valine rich protein ABC transporter	2017_Xu_1D	0.090177522039365	1	1	2
Rv2687c	-	Antibiotic-transport integral membrane leucine and valine rich protein ABC transporter	2017_Xu_1D	-0.095294009221238	1	1	3
Rv2688c	-	Antibiotic-transport ATP-binding protein ABC transporter	2017_Xu_1D	0.058256033776497	1	1	1
Rv2689c	-	Conserved alanine and valine and glycine rich protein	2017_Xu_1D	0.397238345195885	1	1	2
Rv2690c	-	Probable conserved integral membrane alanine and valine and leucine rich protein	2017_Xu_1D	1.29297672119123	0.03981	2	2
Rv2691	ceoB	TRK system potassium uptake protein CeoB	2017_Xu_1D	0.761435076424534	0.822911	1	0
Rv2692	ceoC	TRK system potassium uptake protein CeoC	2017_Xu_1D	0.420217738384524	1	1	0
Rv2693c	-	Probable conserved integral membrane alanine and leucine rich protein	2017_Xu_1D	0.002879355467518	1	1	4
Rv2694c	-	hypothetical protein	2017_Xu_1D	0.408268390309291	1	1	4
Rv2695	-	Conserved hypothetical alanine rich protein	2017_Xu_1D	-0.015566082890653	1	1	4
Rv2696c	-	Conserved alanine and glycine and valine rich protein	2017_Xu_1D	-1.23686701665102	1	1	3
Rv2697c	dut	Probable deoxyuridine 5'-triphosphate nucleotidohydrolase Dut (dUTPase) (dUTP pyrophosphatase) (deoxyuridine 5'-triphosphatase) (dUTP diphosphatase) (deoxyuridine-triphosphatase)	2017_Xu_1D	0	1	1	0
Rv2698	-	Probable conserved alanine rich transmembrane protein	2017_Xu_1D	0	1	1	4
Rv2699c	-	hypothetical protein	2017_Xu_1D	0	1	1	4
Rv2700	-	Possible conserved secreted alanine rich protein	2017_Xu_1D	-0.328862898048178	1	1	4
Rv2701c	suhB	Inositol-1-monophosphatase SuhB	2017_Xu_1D	0.087137481629193	1	1	0
Rv2702	ppgK	Polyphosphate glucokinase PpgK (polyphosphate-glucose phosphotransferase)	2017_Xu_1D	3.20676808133013	0	3	0
Rv2703	sigA	RNA polymerase sigma factor SigA (sigma-A)	2017_Xu_1D	0	1	1	0
Rv2704	-	hypothetical protein	2017_Xu_1D	-0.131915791154153	1	1	3
Rv2705c	-	hypothetical protein	2017_Xu_1D	0.40626597709353	1	1	4
Rv2706c	-	Hypothetical protein	2017_Xu_1D	-0.468752467193175	1	1	4
Rv2707	-	Probable conserved transmembrane alanine and leucine rich protein	2017_Xu_1D	-0.472321078498175	1	1	4
Rv2708c	-	hypothetical protein	2017_Xu_1D	-0.058893689053569	1	1	4
Rv2709	-	Probable conserved transmembrane protein	2017_Xu_1D	0.440462066861287	1	1	4
Rv2710	sigB	RNA polymerase sigma factor SigB	2017_Xu_1D	-2.99231341683942	0	3	0
Rv2711	ideR	Iron-dependent repressor and activator IdeR	2017_Xu_1D	0	1	1	0
Rv2712c	-	Hypothetical protein	2017_Xu_1D	-0.196092909900694	1	1	4
Rv2713	sthA	Probable soluble pyridine nucleotide transhydrogenase SthA (STH) (NAD(P)(+) transhydrogenase [B-specific]) (nicotinamide nucleotide transhydrogenase)	2017_Xu_1D	0.358252307412365	1	1	0
Rv2714	-	Conserved alanine and leucine rich protein	2017_Xu_1D	-0.163022123411386	1	1	4
Rv2715	-	Possible hydrolase	2017_Xu_1D	0.546225081809023	1	1	3
Rv2716	-	hypothetical protein	2017_Xu_1D	0.214989502679774	1	1	4
Rv2717c	-	hypothetical protein	2017_Xu_1D	0.047994281612839	1	1	4
Rv2718c	nrdR	Probable transcriptional regulatory protein NrdR	2017_Xu_1D	-0.30436239748298	1	1	1
Rv2719c	-	Possible conserved membrane protein	2017_Xu_1D	-0.13194906789656	1	1	3
Rv2720	lexA	Repressor LexA	2017_Xu_1D	0	1	1	0
Rv2721c	-	Possible conserved transmembrane alanine and glycine rich protein	2017_Xu_1D	-0.668381842249923	0.441377	1	3
Rv2722	-	hypothetical protein	2017_Xu_1D	-1.01124095078133	1	1	4
Rv2723	-	Probable conserved integral membrane protein	2017_Xu_1D	0.366564316599167	1	1	2
Rv2724c	fadE20	Probable acyl-CoA dehydrogenase FadE20	2017_Xu_1D	-0.014551396768138	1	1	1
Rv2725c	hflX	Probable GTP-binding protein HflX	2017_Xu_1D	-0.164702183925298	1	1	1
Rv2726c	dapF	Probable diaminopimelate epimerase DapF (DAP epimerase)	2017_Xu_1D	0	1	1	0
Rv2727c	miaA	Probable tRNA delta(2)-isopentenylpyrophosphate transferase MiaA (IPP transferase) (isopentenyl-diphosphate:tRNA isopentenyltransferase) (iptase) (IPPT)	2017_Xu_1D	1.7794008604866	0.532131	1	0
Rv2728c	-	Conserved alanine rich protein	2017_Xu_1D	0.210905619807177	1	1	4
Rv2729c	-	Probable conserved integral membrane alanine valine and leucine rich protein	2017_Xu_1D	0.189532584404604	1	1	4
Rv2730	-	Hypothetical protein	2017_Xu_1D	0.241383775250889	1	1	4
Rv2731	-	Conserved alanine and arginine rich protein	2017_Xu_1D	0.41556448367097	1	1	4
Rv2732c	-	Probable conserved transmembrane protein	2017_Xu_1D	0.15553370405602	1	1	4
Rv2733c	-	Conserved hypothetical alanine, arginine-rich protein	2017_Xu_1D	-0.200961456907893	1	1	3
Rv2734	-	hypothetical protein	2017_Xu_1D	0.084036114915967	1	1	4
Rv2735c	-	hypothetical protein	2017_Xu_1D	0.06087703757746	1	1	4
Rv2736c	recX	Regulatory protein RecX	2017_Xu_1D	-0.173027316016554	1	1	1
Rv2737c	recA	RecA protein (recombinase A) [contains: endonuclease PI-MTUI (MTU RecA intein)]	2017_Xu_1D	-0.255469715216431	1	1	0
Rv2737A	-	Conserved hypothetical cysteine rich protein (fragment)	2017_Xu_1D	0.305986551018341	1	1	3
Rv2738c	-	hypothetical protein	2017_Xu_1D	0.218347651145348	1	1	4
Rv2739c	-	Possible alanine rich transferase	2017_Xu_1D	0.453552327643925	1	1	2
Rv2740	ephG	Epoxide hydrolase	2017_Xu_1D	-0.368231765458841	1	1	1
Rv2741	PE_PGRS47	PE-PGRS family protein PE_PGRS47	2017_Xu_1D	0.16966633005849	1	1	2
Rv2742c	-	Conserved hypothetical arginine rich protein	2017_Xu_1D	0.052398017046374	1	1	4
Rv2743c	-	Possible conserved transmembrane alanine rich protein	2017_Xu_1D	-0.507920959701525	1	1	4
Rv2744c	35kd_ag	Conserved 35 kDa alanine rich protein	2017_Xu_1D	-0.222937978965378	1	1	2
Rv2745c	clgR	Transcriptional regulatory protein ClgR	2017_Xu_1D	0.374703313111773	1	1	0
Rv2746c	pgsA3	Probable PGP synthase PgsA3 (CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase) (phosphatidylglycerophosphate synthase)	2017_Xu_1D	0	1	1	0
Rv2747	argA	Probable L-glutamate alpha-N-acetyltranferase ArgA (alpha-N-acetylglutamate synthase)	2017_Xu_1D	0	1	1	1
Rv2748c	ftsK	Possible cell division transmembrane protein FtsK	2017_Xu_1D	0.471504450937872	1	1	0
Rv2749	-	hypothetical protein	2017_Xu_1D	-0.257829246702533	1	1	4
Rv2750	-	Probable dehydrogenase	2017_Xu_1D	-0.441407291855111	1	1	3
Rv2751	-	hypothetical protein	2017_Xu_1D	0.173873573528553	1	1	3
Rv2752c	-	hypothetical protein	2017_Xu_1D	-0.201225609021223	1	1	4
Rv2753c	dapA	Probable dihydrodipicolinate synthase DapA (DHDPS) (dihydrodipicolinate synthetase)	2017_Xu_1D	0	1	1	0
Rv2754c	thyX	Probable thymidylate synthase ThyX (ts) (TSase)	2017_Xu_1D	0	1	1	1
Rv2755c	hsdS.1	Possible type I restriction/modification system specificity determinant (fragment) HsdS.1 (S protein)	2017_Xu_1D	0.178111962465724	1	1	0
Rv2756c	hsdM	Possible type I restriction/modification system DNA methylase HsdM (M protein) (DNA methyltransferase)	2017_Xu_1D	-0.039730256816547	1	1	0
Rv2757c	vapC21	Possible toxin VapC21	2017_Xu_1D	-0.554986614868915	1	1	3
Rv2758c	vapB21	Possible antitoxin VapB21	2017_Xu_1D	0.891039580202423	1	1	3
Rv2759c	vapC42	Possible toxin VapC42 Contains PIN domain	2017_Xu_1D	-0.307170209905163	1	1	3
Rv2760c	vapB42	Possible antitoxin VapB42	2017_Xu_1D	-0.119667343456482	1	1	3
Rv2761c	hsdS	Possible type I restriction/modification system specificity determinant HsdS (S protein)	2017_Xu_1D	-0.423166968236704	1	1	1
Rv2762c	-	hypothetical protein	2017_Xu_1D	0.361645334118197	1	1	4
Rv2763c	dfrA	Dihydrofolate reductase DfrA (DHFR) (tetrahydrofolate dehydrogenase)	2017_Xu_1D	0	1	1	0
Rv2764c	thyA	Probable thymidylate synthase ThyA (ts) (TSASE)	2017_Xu_1D	0	1	1	0
Rv2765	-	Probable alanine rich hydrolase	2017_Xu_1D	-0.099895237867842	1	1	3
Rv2766c	-	Probable short-chain type dehydrogenase/reductase	2017_Xu_1D	0.511984872572312	1	1	3
Rv2767c	-	Possible membrane protein	2017_Xu_1D	0.052129456284404	1	1	4
Rv2768c	PPE43	PPE family protein PPE43	2017_Xu_1D	0.170357402813537	1	1	2
Rv2769c	PE27	PE family protein PE27	2017_Xu_1D	-0.082149520511147	1	1	2
Rv2770c	PPE44	PPE family protein PPE44	2017_Xu_1D	-0.322699958819031	1	1	2
Rv2771c	-	hypothetical protein	2017_Xu_1D	0.141607143211018	1	1	4
Rv2772c	-	Probable conserved transmembrane protein	2017_Xu_1D	0.725323844726856	1	1	4
Rv2773c	dapB	Dihydrodipicolinate reductase DapB (DHPR)	2017_Xu_1D	0	1	1	0
Rv2774c	-	Hypothetical protein	2017_Xu_1D	0.189916476629778	1	1	4
Rv2775	-	GCN5-related N-acetyltransferase	2017_Xu_1D	0.148085567724895	1	1	4
Rv2776c	-	Probable oxidoreductase	2017_Xu_1D	0.187442608907599	1	1	2
Rv2777c	-	hypothetical protein	2017_Xu_1D	0.200940235425057	1	1	4
Rv2778c	-	hypothetical protein	2017_Xu_1D	0.277321011033202	1	1	4
Rv2779c	-	Possible transcriptional regulatory protein (probably Lrp/AsnC-family)	2017_Xu_1D	0.098551730981885	1	1	1
Rv2780	ald	Secreted L-alanine dehydrogenase Ald (40 kDa antigen) (TB43)	2017_Xu_1D	0.291891364792879	1	1	0
Rv2781c	-	Possible alanine rich oxidoreductase	2017_Xu_1D	0.252874539613572	1	1	3
Rv2782c	pepR	Probable zinc protease PepR	2017_Xu_1D	-0.067599959946996	1	1	2
Rv2783c	gpsI	Bifunctional protein polyribonucleotide nucleotidyltransferase GpsI: guanosine pentaphosphate synthetase + polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (pnpase)	2017_Xu_1D	-0.125530882083859	1	1	0
Rv2784c	lppU	Probable lipoprotein LppU	2017_Xu_1D	-0.015117073308276	1	1	2
Rv2785c	rpsO	30S ribosomal protein S15 RpsO	2017_Xu_1D	3.10064714898408	0.179645	1	0
Rv2786c	ribF	Probable bifunctional FAD synthetase/riboflavin biosynthesis protein RibF: riboflavin kinase (flavokinase) + FMN adenylyltransferase (FAD pyrophosphorylase) (FAD synthetase)(FAD diphosphorylase) (flavin adenine dinucleotide synthetase)	2017_Xu_1D	0	1	1	0
Rv2787	-	Conserved hypothetical alanine rich protein	2017_Xu_1D	0.108882063488992	1	1	3
Rv2788	sirR	Probable transcriptional repressor SirR	2017_Xu_1D	-0.416047234388424	1	1	0
Rv2789c	fadE21	Probable acyl-CoA dehydrogenase FadE21	2017_Xu_1D	-0.258156645760472	1	1	1
Rv2790c	ltp1	Probable lipid-transfer protein Ltp1	2017_Xu_1D	0.029799952605529	1	1	0
Rv2791c	-	Probable transposase	2017_Xu_1D	0.136111879951267	1	1	1
Rv2792c	-	Possible resolvase	2017_Xu_1D	0.27257884558318	1	1	1
Rv2793c	truB	Probable tRNA pseudouridine synthase B TruB (tRNA pseudouridine 55 synthase) (PSI55 synthase) (pseudouridylate synthase) (uracil hydrolyase)	2017_Xu_1D	-0.949638028424571	1	1	0
Rv2794c	pptT	Phosphopantetheinyl transferase PptT (CoA:APO-[ACP]pantetheinephosphotransferase) (CoA:APO-[acyl-carrier protein]pantetheinephosphotransferase)	2017_Xu_1D	-0.415037499278844	1	1	1
Rv2795c	-	hypothetical protein	2017_Xu_1D	0.180159992692879	1	1	4
Rv2796c	lppV	Probable conserved lipoprotein LppV	2017_Xu_1D	0.095571096415041	1	1	2
Rv2797c	-	hypothetical protein	2017_Xu_1D	-0.018594787920927	1	1	4
Rv2798c	-	hypothetical protein	2017_Xu_1D	0.268827312120295	1	1	4
Rv2799	-	Probable membrane protein	2017_Xu_1D	0.191865570205125	1	1	4
Rv2800	-	Possible hydrolase	2017_Xu_1D	-0.135393246984687	1	1	4
Rv2801c	mazF9	Toxin MazF9	2017_Xu_1D	-0.084697164575282	1	1	1
Rv2802c	-	Hypothetical arginine and alanine rich protein	2017_Xu_1D	-0.051041913688604	1	1	4
Rv2803	-	hypothetical protein	2017_Xu_1D	0.005219681571398	1	1	3
Rv2804c	-	Hypothetical protein	2017_Xu_1D	-0.032301961900611	1	1	4
Rv2805	-	hypothetical protein	2017_Xu_1D	-0.027692727444594	1	1	4
Rv2806	-	Possible membrane protein	2017_Xu_1D	-0.139564762401637	1	1	4
Rv2807	-	hypothetical protein	2017_Xu_1D	-0.8821225316518	1	1	4
Rv2808	-	Hypothetical protein	2017_Xu_1D	-0.009682553397339	1	1	4
Rv2809	-	Hypothetical protein	2017_Xu_1D	0.834832343844004	1	1	4
Rv2810c	-	Probable transposase	2017_Xu_1D	0.033747688712615	1	1	1
Rv2811	-	hypothetical protein	2017_Xu_1D	-0.033211779021858	1	1	4
Rv2812	-	Probable transposase	2017_Xu_1D	-0.054758218462919	1	1	1
Rv2813	-	hypothetical protein	2017_Xu_1D	-0.374089081894161	1	1	2
Rv2814c	-	Probable transposase	2017_Xu_1D	0.148711180681533	1	1	1
Rv2815c	-	Probable transposase	2017_Xu_1D	0.477346602791144	1	1	1
Rv2816c	-	hypothetical protein	2017_Xu_1D	0.426402670199479	1	1	3
Rv2817c	-	hypothetical protein	2017_Xu_1D	0.284023857717179	1	1	3
Rv2818c	-	Hypothetical protein	2017_Xu_1D	0.033253374596389	1	1	4
Rv2819c	-	Hypothetical protein	2017_Xu_1D	0.615671066283666	1	1	3
Rv2820c	-	Hypothetical protein	2017_Xu_1D	0.187801081399948	1	1	3
Rv2821c	-	hypothetical protein	2017_Xu_1D	-0.985920566463331	1	1	3
Rv2822c	-	Hypothetical protein	2017_Xu_1D	-0.113493172931994	1	1	4
Rv2823c	-	hypothetical protein	2017_Xu_1D	0.011237102244384	1	1	4
Rv2824c	-	Hypothetical protein	2017_Xu_1D	0.15838934238932	1	1	4
Rv2825c	-	hypothetical protein	2017_Xu_1D	0.103561534359971	1	1	4
Rv2826c	-	Hypothetical protein	2017_Xu_1D	-0.05728311461842	1	1	4
Rv2827c	-	Hypothetical protein	2017_Xu_1D	-0.290219235160024	1	1	3
Rv2828c	-	hypothetical protein	2017_Xu_1D	0.534619115031516	1	1	4
Rv2829c	vapC22	Possible toxin VapC22	2017_Xu_1D	0.139108279722622	1	1	3
Rv2830c	vapB22	Possible antitoxin VapB22	2017_Xu_1D	0	1	1	1
Rv2831	echA16	Probable enoyl-CoA hydratase EchA16 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2017_Xu_1D	0.564367535533487	1	1	0
Rv2832c	ugpC	Probable Sn-glycerol-3-phosphate transport ATP-binding protein ABC transporter UgpC	2017_Xu_1D	0.020016367541294	1	1	0
Rv2833c	ugpB	Probable Sn-glycerol-3-phosphate-binding lipoprotein UgpB	2017_Xu_1D	0.346090145561352	1	1	0
Rv2834c	ugpE	Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpE	2017_Xu_1D	0.252913416972182	1	1	0
Rv2835c	ugpA	Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpA	2017_Xu_1D	0.224270686203871	1	1	0
Rv2836c	dinF	Possible DNA-damage-inducible protein F DinF	2017_Xu_1D	-0.122981904299116	1	1	1
Rv2837c	-	hypothetical protein	2017_Xu_1D	-0.949373926930032	1	1	4
Rv2838c	rbfA	Probable ribosome-binding factor a RbfA (P15B protein)	2017_Xu_1D	0.935763889271766	1	1	0
Rv2839c	infB	Probable translation initiation factor if-2 InfB	2017_Xu_1D	0	1	1	0
Rv2840c	-	hypothetical protein	2017_Xu_1D	0.024728364461723	1	1	3
Rv2841c	nusA	Probable N utilization substance protein A NusA	2017_Xu_1D	0	1	1	0
Rv2842c	-	hypothetical protein	2017_Xu_1D	0.823349900065815	1	1	4
Rv2843	-	Probable conserved transmembrane alanine rich protein	2017_Xu_1D	-0.716390163606267	1	1	4
Rv2844	-	Conserved alanine rich protein	2017_Xu_1D	-2.59494658929378	1	1	4
Rv2845c	proS	Probable prolyl-tRNA synthetase ProS (proline--tRNA ligase) (PRORS) (global RNA synthesis factor) (proline translase)	2017_Xu_1D	0	1	1	0
Rv2846c	efpA	Possible integral membrane efflux protein EfpA	2017_Xu_1D	-0.15200309344505	1	1	1
Rv2847c	cysG	Possible multifunctional enzyme siroheme synthase CysG: uroporphyrin-III C-methyltransferase (urogen III methylase) (SUMT) (uroporphyrinogen III methylase) (UROM) + precorrin-2 oxidase + ferrochelatase	2017_Xu_1D	-1.14684138832927	1	1	0
Rv2848c	cobB	Probable cobyrinic acid A,C-diamide synthase CobB	2017_Xu_1D	0.006727288768551	1	1	0
Rv2849c	cobO	Probable cob(I)alamin adenosyltransferase CobO (corrinoid adenosyltransferase) (corrinoid adotransferase activity)	2017_Xu_1D	-0.17804529971778	1	1	0
Rv2850c	-	Possible magnesium chelatase	2017_Xu_1D	0.0754023433306	1	1	2
Rv2851c	-	GCN5-related N-acetyltransferase	2017_Xu_1D	0.02706271443747	1	1	4
Rv2852c	mqo	Probable malate:quinone oxidoreductase Mqo (malate dehydrogenase [acceptor])	2017_Xu_1D	-0.174703724065561	1	1	2
Rv2853	PE_PGRS48	PE-PGRS family protein PE_PGRS48	2017_Xu_1D	0.551373538068935	1	1	2
Rv2854	-	hypothetical protein	2017_Xu_1D	-0.157775918776196	1	1	3
Rv2855	mtr	NADPH-dependent mycothiol reductase Mtr	2017_Xu_1D	0.143287029599973	1	1	0
Rv2856	nicT	Possible nickel-transport integral membrane protein NicT	2017_Xu_1D	-0.355395531379332	1	1	0
Rv2857c	-	Probable short-chain type dehydrogenase/reductase	2017_Xu_1D	-0.641753253310932	1	1	3
Rv2858c	aldC	Probable aldehyde dehydrogenase AldC	2017_Xu_1D	0.331298898293113	1	1	0
Rv2859c	-	Possible amidotransferase	2017_Xu_1D	0.205317256116376	1	1	4
Rv2860c	glnA4	Probable glutamine synthetase GlnA4 (glutamine synthase) (GS-II)	2017_Xu_1D	0.283830343661609	1	1	0
Rv2861c	mapB	Methionine aminopeptidase MapB (map) (peptidase M)	2017_Xu_1D	0.358630977849805	1	1	0
Rv2862c	-	hypothetical protein	2017_Xu_1D	-0.10066787681742	1	1	4
Rv2863	vapC23	Possible toxin VapC23	2017_Xu_1D	-0.495178922036452	1	1	3
Rv2864c	-	Possible penicillin-binding lipoprotein	2017_Xu_1D	-0.251827801928201	1	1	2
Rv2865	relF	Antitoxin RelF	2017_Xu_1D	0.00318331178477	1	1	2
Rv2866	relG	Toxin RelG	2017_Xu_1D	-0.324536040467391	1	1	2
Rv2867c	-	GCN5-related N-acetyltransferase	2017_Xu_1D	-0.258731936751094	1	1	4
Rv2868c	gcpE	Probable GcpE protein	2017_Xu_1D	0	1	1	2
Rv2869c	rip	Membrane bound metalloprotease	2017_Xu_1D	0.130439485977545	1	1	0
Rv2870c	dxr	Probable 1-deoxy-D-xylulose 5-phosphate reductoisomerase Dxr (DXP reductoisomerase) (1-deoxyxylulose-5-phosphate reductoisomerase)	2017_Xu_1D	0.290351434833982	1	1	1
Rv2871	vapB43	Possible antitoxin VapB43	2017_Xu_1D	0.35617493107233	1	1	3
Rv2872	vapC43	Possible toxin VapC43 Contains PIN domain	2017_Xu_1D	-0.046753403571666	1	1	3
Rv2873	mpt83	Cell surface lipoprotein Mpt83 (lipoprotein P23)	2017_Xu_1D	0.281980338937837	1	1	0
Rv2874	dipZ	Possible integral membrane C-type cytochrome biogenesis protein DipZ	2017_Xu_1D	0.090012570326525	1	1	0
Rv2875	mpt70	Major secreted immunogenic protein Mpt70	2017_Xu_1D	-0.51205204440737	1	1	1
Rv2876	-	Possible conserved transmembrane protein	2017_Xu_1D	0.342803467737183	1	1	4
Rv2877c	-	Probable conserved integral membrane protein	2017_Xu_1D	0.11907322924334	1	1	3
Rv2878c	mpt53	Soluble secreted antigen Mpt53 precursor	2017_Xu_1D	-0.285511407785259	1	1	0
Rv2879c	-	hypothetical protein	2017_Xu_1D				4
Rv2880c	-	hypothetical protein	2017_Xu_1D				4
Rv2881c	cdsA	Probable integral membrane phosphatidate cytidylyltransferase CdsA (CDP-diglyceride synthetase) (CDP-diglyceride pyrophosphorylase) (CDP-diacylglycerol synthase) (CDS) (CTP:phosphatidate cytidylyltransferase) (CDP-DAG synthase) (CDP-DG synthetase)	2017_Xu_1D	-1.29896694644405	1	1	0
Rv2882c	frr	Ribosome recycling factor Frr (ribosome releasing factor) (RRF)	2017_Xu_1D	0.430747582367505	1	1	0
Rv2883c	pyrH	Probable uridylate kinase PyrH (UK) (uridine monophosphate kinase) (UMP kinase)	2017_Xu_1D	0	1	1	0
Rv2884	-	Probable transcriptional regulatory protein	2017_Xu_1D	-0.512423871273416	1	1	1
Rv2885c	-	Probable transposase	2017_Xu_1D	0.916409027376194	1	1	1
Rv2886c	-	Probable resolvase	2017_Xu_1D	-0.608749153584354	1	1	1
Rv2887	-	Probable transcriptional regulatory protein	2017_Xu_1D	0.322500101122658	1	1	1
Rv2888c	amiC	Probable amidase AmiC (aminohydrolase)	2017_Xu_1D	0.107151847079659	1	1	0
Rv2889c	tsf	Probable elongation factor Tsf (EF-ts)	2017_Xu_1D	-0.15200309344505	1	1	0
Rv2890c	rpsB	30S ribosomal protein S2 RpsB	2017_Xu_1D	0	1	1	0
Rv2891	-	hypothetical protein	2017_Xu_1D	-0.187162371461821	1	1	3
Rv2892c	PPE45	PPE family protein PPE45	2017_Xu_1D	-0.23699449514456	1	1	2
Rv2893	-	Possible oxidoreductase	2017_Xu_1D	0.040816655487436	1	1	2
Rv2894c	xerC	Probable integrase/recombinase XerC	2017_Xu_1D	-1.21474464478575	1	1	0
Rv2895c	viuB	Possible mycobactin utilization protein ViuB	2017_Xu_1D	-0.131539403207555	1	1	0
Rv2896c	-	hypothetical protein	2017_Xu_1D	-0.16643766543628	1	1	3
Rv2897c	-	hypothetical protein	2017_Xu_1D	0.141850049829594	1	1	3
Rv2898c	-	hypothetical protein	2017_Xu_1D	-0.234569641686769	1	1	3
Rv2899c	fdhD	Possible FdhD protein homolog	2017_Xu_1D	-0.539008320109646	1	1	0
Rv2900c	fdhF	Possible formate dehydrogenase H FdhF (formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide) (formate dehydrogenase-H alpha subunit) (FDH-H)	2017_Xu_1D	0.1816803741661	1	1	0
Rv2901c	-	hypothetical protein	2017_Xu_1D	-1.17404425495575	1	1	4
Rv2902c	rnhB	Probable ribonuclease HII protein RnhB (RNase HII)	2017_Xu_1D	-0.017539677692124	1	1	0
Rv2903c	lepB	Probable signal peptidase I LepB (SPASE I) (leader peptidase I)	2017_Xu_1D	0	1	1	0
Rv2904c	rplS	50S ribosomal protein L19 RplS	2017_Xu_1D	2.01354653183795	0.84756	1	0
Rv2905	lppW	Probable conserved alanine rich lipoprotein LppW	2017_Xu_1D	-0.903382600913024	0.880197	1	2
Rv2906c	trmD	Probable tRNA (guanine-N1)-methyltransferase TrmD (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	2017_Xu_1D	0	1	1	0
