Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv2061c,Rv2061c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2062c,cobN,Cobalamin biosynthesis protein CobN,xu_rif_4_vs_xu_rif_0,0.17,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2063,mazE7,Antitoxin MazE7,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2063A,mazF7,Possible toxin MazF7,xu_rif_4_vs_xu_rif_0,-0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2064,cobG,Precorrin-3B synthase CobG,xu_rif_4_vs_xu_rif_0,0.35,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2065,cobH,Precorrin-8X methylmutase CobH (aka precorrin isomerase),xu_rif_4_vs_xu_rif_0,0.15,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2066,cobI,"Probable bifunctional protein, CobI-COBJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase",xu_rif_4_vs_xu_rif_0,0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2067c,Rv2067c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.16,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2068c,blaC,Class a beta-lactamase BlaC,xu_rif_4_vs_xu_rif_0,0.21,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2069,sigC,"RNA polymerase sigma factor, ECF subfamily, SigC",xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2070c,cobK,Precorrin-6X reductase CobK,xu_rif_4_vs_xu_rif_0,-0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2071c,cobM,Precorrin-3 methylase CobM (precorrin-4 C11-methyltransferase),xu_rif_4_vs_xu_rif_0,0.03,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2072c,cobL,"Precorrin-6Y C(5,15)-methyltransferase (decarboxylating) CobL",xu_rif_4_vs_xu_rif_0,-0.18,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2073c,Rv2073c,Probable shortchain dehydrogenase,xu_rif_4_vs_xu_rif_0,-0.53,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2074,Rv2074,Possible pyridoxamine 5'-phosphate oxidase (PNP/PMP oxidase) (pyridoxinephosphate oxidase) (PNPOX) (pyridoxine 5'-phosphate oxidase),xu_rif_4_vs_xu_rif_0,-0.59,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2075c,Rv2075c,Possible hypothetical exported or envelope protein,xu_rif_4_vs_xu_rif_0,0.05,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2076c,Rv2076c,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.31,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2077A,Rv2077A,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.3,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2077Bc,Rv2077Bc,,xu_rif_4_vs_xu_rif_0,0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2077c,Rv2077c,Possible conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2078,Rv2078,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2079,Rv2079,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2080,lppJ,Lipoprotein LppJ,xu_rif_4_vs_xu_rif_0,0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2081c,Rv2081c,Conserved transmembrane protein,xu_rif_4_vs_xu_rif_0,0.29,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2082,Rv2082,hypothetical protein,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2083,Rv2083,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.31,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2084,Rv2084,Hypothetical protein,xu_rif_4_vs_xu_rif_0,0.06,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2085,Rv2085,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.61,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2086,Rv2086,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.09,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2087,Rv2087,hypothetical protein,xu_rif_4_vs_xu_rif_0,1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2088,pknJ,Transmembrane serine/threonine-protein kinase J PknJ (protein kinase J) (STPK J),xu_rif_4_vs_xu_rif_0,0.2,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2089c,pepE,Dipeptidase PepE,xu_rif_4_vs_xu_rif_0,-0.46,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2090,Rv2090,Probable 5'-3' exonuclease,xu_rif_4_vs_xu_rif_0,-0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2091c,Rv2091c,Probable membrane protein,xu_rif_4_vs_xu_rif_0,-1.06,0.00673,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2092c,helY,ATP-dependent DNA helicase HelY,xu_rif_4_vs_xu_rif_0,-0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2093c,tatC,Sec-independent protein translocase transmembrane protein TatC,xu_rif_4_vs_xu_rif_0,-0.11,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2094c,tatA,Sec-independent protein translocase membrane-bound protein TatA,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2095c,pafC,Proteasome accessory factor C PafC,xu_rif_4_vs_xu_rif_0,-0.36,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2096c,pafB,Proteasome accessory factor B PafB,xu_rif_4_vs_xu_rif_0,-0.24,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2097c,pafA,Proteasome accessory factor a PafA,xu_rif_4_vs_xu_rif_0,-0.25,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2098c,Rv2098c,,xu_rif_4_vs_xu_rif_0,-0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2099c,Rv2099c,,xu_rif_4_vs_xu_rif_0,0.34,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2100,Rv2100,hypothetical protein,xu_rif_4_vs_xu_rif_0,-0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2101,helZ,Probable helicase HelZ,xu_rif_4_vs_xu_rif_0,0.01,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2102,Rv2102,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.44,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2103c,vapC37,Possible toxin VapC37 Contains PIN domain,xu_rif_4_vs_xu_rif_0,0.02,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2104c,vapB37,Possible antitoxin VapB37,xu_rif_4_vs_xu_rif_0,0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2105,Rv2105,Putative transposase for insertion sequence element IS6110 (fragment),xu_rif_4_vs_xu_rif_0,-0.07,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2106,Rv2106,Probable transposase,xu_rif_4_vs_xu_rif_0,0.28,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2107,PE22,PE family protein PE22,xu_rif_4_vs_xu_rif_0,-0.22,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2108,PPE36,PPE family protein PPE36,xu_rif_4_vs_xu_rif_0,0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2109c,prcA,Proteasome alpha subunit PrcA; assembles with beta subunit PrcB,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2110c,prcB,Proteasome beta subunit PrcB; assembles with alpha subunit PrcA,xu_rif_4_vs_xu_rif_0,0.23,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2111c,pup,Prokaryotic ubiquitin-like protein Pup,xu_rif_4_vs_xu_rif_0,0,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2112c,dop,Deamidase of pup Dop,xu_rif_4_vs_xu_rif_0,0.08,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2113,Rv2113,Probable integral membrane protein,xu_rif_4_vs_xu_rif_0,0.1,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2114,Rv2114,hypothetical protein,xu_rif_4_vs_xu_rif_0,0.14,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
Rv2115c,mpa,Mycobacterial proteasome ATPase Mpa,xu_rif_4_vs_xu_rif_0,-0.12,1,3,3,Mutants exhibiting altered fitness in presence of rifampin,Chemical Genetic Interaction Profiling Reveals Determinants of Intrinsic Antibiotic Resistance in Mycobacterium tuberculosis,https://aac.asm.org/content/61/12/e01334-17
