Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv3062	ligB	Probable ATP-dependent DNA ligase LigB (polydeoxyribonucleotide synthase [ATP]) (polynucleotide ligase [ATP]) (sealase) (DNA repair protein) (DNA joinase)	Non essential	information pathways	Rv3357, Rv3681c, Rv2031c, Rv0065, Rv3488, Rv1495, Rv3592, Rv0749, Rv1596, Rv2848c
Rv3063	cstA	Probable carbon starvation protein A homolog CstA	Non essential	virulence, detoxification, adaptation	Rv1739c, Rv3794, Rv1821, Rv1420, Rv2868c, Rv2583c, Rv2946c, Rv0342, Rv2345, Rv0553
Rv3064c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3062, Rv0948c, Rv2031c, Rv3357, Rv3687c, Rv2848c, Rv1737c, Rv3681c, Rv1561, Rv3911
Rv3065	mmr	Multidrugs-transport integral membrane protein Mmr	Non essential	cell wall and cell processes	Rv2881c, Rv0032, Rv1162, Rv2973c, Rv2450c, Rv2215, Rv1468c, Rv3820c, Rv1155, Rv0583c
Rv3066	-	Probable transcriptional regulatory protein (probably DeoR-family)	Non essential	regulatory proteins	Rv3674c, Rv0230c, Rv2389c, Rv1675c, Rv2579, Rv1160, Rv1184c, Rv0985c, Rv1911c, Rv2733c
Rv3067	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2386c, Rv1335, Rv3409c, Rv2973c, Rv1468c, Rv3273, Rv2824c, Rv0079, Rv2573, Rv2743c
Rv3068c	pgmA	Probable phosphoglucomutase PgmA (glucose phosphomutase) (PGM)	Non essential	intermediary metabolism and respiration	Rv3086, Rv3133c, Rv3506, Rv1777, Rv2006, Rv0182c, Rv2027c, Rv0295c, Rv3734c, Rv3198c
Rv3069	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0549c, Rv1634, Rv1736c, Rv1625c, Rv1493, Rv2918c, Rv1542c, Rv2275, Rv2200c, Rv1820
Rv3070	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv3036c, Rv2498c, Rv2211c, Rv0221, Rv1364c, Rv1492, Rv0735, Rv2852c, Rv2573, Rv1743
Rv3071	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3309c, Rv3452, Rv1368, Rv0408, Rv0986, Rv3702c, Rv3082c, Rv0693, Rv0895, Rv0987
Rv3072c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2459, Rv1189, Rv2820c, Rv1106c, Rv3722c, Rv1633, Rv2009, Rv3010c, Rv1143, Rv2200c
Rv3073c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2745c, Rv0451c, Rv2586c, Rv0282, Rv2870c, Rv1938, Rv2428, Rv3565, Rv0902c, Rv2757c
Rv3074	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0629c, Rv2501c, Rv3225c, Rv3487c, Rv3059, Rv1308, Rv1384, Rv0386, Rv0838, Rv3566c
Rv3075c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3392c, Rv1182, Rv3607c, Rv1330c, Rv0853c, Rv0256c, Rv0467, Rv1651c, Rv2215, Rv1314c
Rv3076	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1410c, Rv0385, Rv1408, Rv0091, Rv3509c, Rv1694, Rv3660c, Rv0414c, Rv3389c, Rv1033c
Rv3077	-	Possible hydrolase	Non essential	intermediary metabolism and respiration	Rv1996, Rv1563c, Rv0754, Rv1731, Rv3704c, Rv1267c, Rv3655c, Rv0981, Rv3903c, NONE
Rv3078	hab	Probable hydroxylaminobenzene mutase Hab	Non essential	intermediary metabolism and respiration	Rv0586, Rv3653, Rv1346, Rv1692, Rv0321, Rv0858c, Rv2103c, Rv3087, NONE, NONE
Rv3079c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3398c, Rv3383c, Rv0677c, Rv1207, Rv0908, Rv1745c, Rv3119, Rv3109, Rv0978c, Rv0847
Rv3080c	pknK	Serine/threonine-protein kinase transcriptional regulatory protein PknK (protein kinase K) (STPK K)	Non essential	regulatory proteins	Rv0977, Rv1256c, Rv3106, Rv1475c, Rv1552, Rv3740c, Rv2484c, Rv3822, Rv2299c, Rv3366
Rv3081	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3106, Rv3822, Rv1256c, Rv0886, Rv3366, Rv1699, Rv3080c, Rv0977, Rv2294, Rv3740c
Rv3082c	virS	Virulence-regulating transcriptional regulator VirS (AraC/XylS family)	Non essential	virulence, detoxification, adaptation	Rv0847, Rv1745c, Rv0987, Rv3452, Rv3383c, Rv1207, Rv0969, Rv0277c, Rv3309c, Rv3398c
Rv3083	-	Probable monooxygenase (hydroxylase)	Non essential	intermediary metabolism and respiration	Rv2032, Rv0813c, Rv0286, Rv2063A, Rv2713, Rv0132c, Rv3547, Rv2593c, Rv3043c, Rv1155
Rv3084	lipR	Probable acetyl-hydrolase/esterase LipR	Non essential	intermediary metabolism and respiration	Rv2873, Rv3370c, Rv0573c, Rv3111, Rv1984c, Rv3451, Rv1985c, Rv1699, Rv2299c, Rv2245
Rv3085	-	Probable short-chain type dehydrogenase/reductase	Non essential	intermediary metabolism and respiration	Rv3910, Rv3297, Rv2346c, Rv1198, Rv3371, Rv2208, Rv2176, Rv0505c, Rv0512, Rv3628
Rv3086	adhD	Probable zinc-type alcohol dehydrogenase AdhD (aldehyde reductase)	Non essential	intermediary metabolism and respiration	Rv3506, Rv3133c, Rv0295c, Rv2027c, Rv2266, Rv0182c, Rv1777, Rv2006, Rv3855, Rv3704c
Rv3087	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	Non essential	lipid metabolism	Rv0409, Rv0858c, Rv3866, Rv2602, Rv0620, Rv1692, Rv3653, Rv1253, Rv2010, Rv3841
Rv3088	tgs4	Putative triacylglycerol synthase (diacylglycerol acyltransferase) Tgs4	Non essential	lipid metabolism	Rv1029, Rv0570, Rv2821c, Rv2429, Rv0295c, Rv3734c, Rv1001, Rv1425, Rv2006, Rv0187
Rv3089	fadD13	Probable chain-fatty-acid-CoA ligase FadD13 (fatty-acyl-CoA synthetase)	Non essential	lipid metabolism	Rv2289, Rv3480c, Rv2407, Rv1180, Rv1886c, Rv1221, Rv0802c, Rv2958c, Rv0233, NONE
Rv3090	-	Unknown alanine and valine rich protein	Non essential	conserved hypotheticals	Rv0643c, Rv1161, Rv3743c, Rv2299c, Rv3822, Rv1256c, Rv2074, Rv3366, Rv1475c, Rv2918c
Rv3091	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0092, Rv1542c, Rv1736c, Rv3504, Rv1634, Rv2284, Rv1030, Rv1984c, Rv1082, Rv3339c
Rv3092c	-	Probable conserved integral membrane protein	Non essential	cell wall and cell processes	Rv0553, Rv0980c, Rv1420, Rv3744, Rv2962c, Rv0904c, Rv2583c, Rv0938, Rv2005c, Rv2174
Rv3093c	-	Hypothetical oxidoreductase	Non essential	intermediary metabolism and respiration	Rv1699, Rv1475c, Rv2299c, Rv3084, Rv3080c, Rv1256c, Rv3822, Rv3106, Rv1161, NONE
Rv3094c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2136c, Rv0116c, Rv1314c, Rv0079, Rv2855, Rv2824c, Rv3409c, Rv0256c, Rv2880c, Rv3879c
Rv3095	-	Hypothetical transcriptional regulatory protein	Non essential	regulatory proteins	Rv1129c, Rv3307, Rv1130, Rv3570c, Rv0754, Rv1267c, Rv0694, Rv1495, Rv1563c, Rv3702c
Rv3096	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv0676c, Rv3469c, Rv0015c, Rv1747, Rv1843c, Rv3824c, Rv0159c, Rv2590, Rv0447c, Rv1915
Rv3097c	lipY	PE-PGRS family protein, triacylglycerol lipase LipY (esterase/lipase) (triglyceride lipase) (tributyrase)	Growth advantage	PE/PPE	Rv1239c, Rv2584c, Rv3765c, Rv3854c, Rv1033c, Rv0073, Rv0624, Rv1205, Rv0938, NONE
Rv3098c	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv0451c, Rv0902c, Rv2586c, Rv2745c, Rv0900, Rv3168, Rv0126, Rv2870c, Rv3565, Rv0282
Rv3099c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2484c, Rv1552, Rv0518, Rv3080c, Rv1196, Rv3220c, Rv0977, Rv3740c, Rv0757, Rv1256c
Rv3100c	smpB	Probable SSRA-binding protein SmpB	Essential	virulence, detoxification, adaptation	Rv0989c, Rv3821, Rv0931c, Rv0932c, Rv2631, Rv2222c, Rv1626, Rv0404, Rv1336, Rv2187
Rv3101c	ftsX	Putative cell division protein FtsX (septation component-transport integral membrane protein ABC transporter)	Non essential	cell wall and cell processes	Rv3102c, Rv2837c, Rv2553c, Rv1512, Rv0410c, Rv3671c, Rv2518c, Rv0066c, Rv2455c, Rv2454c
Rv3102c	ftsE	Putative cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter)	Non essential	cell wall and cell processes	Rv2553c, Rv3101c, Rv2837c, Rv1512, Rv3671c, Rv0410c, Rv2518c, Rv0066c, Rv2455c, Rv2454c
Rv3103c	-	Hypothetical proline-rich protein	Non essential	conserved hypotheticals	Rv0183, Rv2924c, Rv2402, Rv2464c, Rv1336, Rv3433c, Rv2175c, Rv3515c, Rv0535, Rv3406
Rv3104c	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv3234c, Rv0869c, Rv0564c, Rv3534c, Rv3449, Rv0548c, Rv0091, Rv1694, Rv0292, Rv2228c
Rv3105c	prfB	Probable peptide chain release factor 2 PrfB (RF-2)	Essential	information pathways	Rv3687c, Rv0948c, Rv3062, Rv1026, Rv0749, Rv0582, Rv1596, Rv3592, Rv1629, Rv3357
Rv3106	fprA	NADPH:adrenodoxin oxidoreductase FprA (NADPH-ferredoxin reductase)	Non essential	intermediary metabolism and respiration	Rv1256c, Rv3366, Rv3822, Rv0977, Rv3740c, Rv3080c, Rv3862c, Rv2294, Rv3225c, Rv1308
Rv3107c	agpS	Possible alkyldihydroxyacetonephosphate synthase AgpS (alkyl-DHAP synthase) (alkylglycerone-phosphate synthase)	Non essential	lipid metabolism	Rv0073, Rv1329c, Rv0624, Rv1850, Rv1205, Rv2267c, Rv0867c, Rv1981c, Rv0848, Rv3097c
Rv3108	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1897c, Rv1261c, Rv2710, Rv2495c, Rv0827c, Rv3470c, Rv1223, Rv2007c, Rv1009, Rv1541c
Rv3109	moaA1	Probable molybdenum cofactor biosynthesis protein A MoaA1	Non essential	intermediary metabolism and respiration	Rv3119, Rv0908, Rv1872c, Rv3398c, Rv0677c, Rv0978c, Rv1745c, Rv3383c, Rv1207, Rv1344
Rv3110	moaB1	Probable pterin-4-alpha-carbinolamine dehydratase MoaB1 (PHS) (4-alpha-hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)	Non essential	intermediary metabolism and respiration	Rv2719c, Rv3318, Rv3413c, Rv3131, Rv2112c, Rv1911c, Rv1160, Rv0438c, Rv3723, Rv1675c
Rv3111	moaC1	Probable molybdenum cofactor biosynthesis protein C MoaC1	Non essential	intermediary metabolism and respiration	Rv1984c, Rv2873, Rv3451, Rv1985c, Rv1820, Rv3084, Rv0573c, Rv3370c, Rv3585, Rv1030
Rv3112	moaD1	Probable molybdenum cofactor biosynthesis protein D MoaD1 (molybdopterin converting factor small subunit) (molybdopterin [MPT] converting factor, subunit 1)	Non essential	intermediary metabolism and respiration	Rv2861c, Rv0512, Rv3875, Rv2748c, Rv3660c, Rv3628, Rv2228c, Rv1694, Rv2953, Rv0292
Rv3113	-	Possible phosphatase	Non essential	intermediary metabolism and respiration	Rv3526, Rv3569c, Rv0485, Rv3571, Rv3543c, Rv3544c, Rv0450c, Rv3868, Rv0202c, Rv2048c
Rv3114	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1692, Rv3653, Rv2549c, Rv0586, Rv2010, Rv2866, Rv0858c, Rv0620, Rv0191, Rv3841
Rv3115	-	Probable transposase	Non essential	insertion seqs and phages	Rv1205, Rv0073, Rv1239c, Rv3419c, Rv3097c, Rv1033c, Rv2584c, Rv2301, Rv3886c, Rv3854c
Rv3116	moeB2	Probable molybdenum cofactor biosynthesis protein MoeB2 (MPT-synthase sulfurylase) (molybdopterin synthase sulphurylase)	Non essential	intermediary metabolism and respiration	Rv1335, Rv2386c, Rv1468c, Rv0848, Rv2743c, Rv2267c, Rv3148, Rv2005c, Rv3150, Rv3151
Rv3117	cysA3	Probable thiosulfate sulfurtransferase CysA3 (rhodanese-like protein) (thiosulfate cyanide transsulfurase) (thiosulfate thiotransferase)	Growth advantage	intermediary metabolism and respiration	Rv2713, Rv1155, Rv1819c, Rv2063A, Rv3377c, Rv3820c, Rv0764c, Rv0132c, Rv1020, Rv1162
Rv3118	sseC1	Conserved hypothetical protein SseC1	Growth advantage	intermediary metabolism and respiration	Rv2870c, Rv2428, Rv0282, Rv1938, Rv1169c, Rv1755c, Rv3518c, Rv1848, Rv2816c, Rv3130c
Rv3119	moaE1	Probable molybdenum cofactor biosynthesis protein E MoaE1 (molybdopterin converting factor large subunit) (molybdopterin [MPT] converting factor, subunit 2)	Growth advantage	intermediary metabolism and respiration	Rv3109, Rv0908, Rv1872c, Rv0978c, Rv3398c, Rv1745c, Rv1344, Rv0677c, Rv3383c, Rv1207
Rv3120	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2275, Rv2299c, Rv2918c, Rv0643c, Rv1475c, Rv1161, Rv2238c, Rv0549c, Rv2200c, Rv2074
Rv3121	cyp141	Probable cytochrome P450 141 Cyp141	Non essential	intermediary metabolism and respiration	Rv2267c, Rv0848, Rv1850, Rv1365c, Rv3408, Rv3150, Rv1103c, Rv0413, Rv3148, Rv1329c
Rv3122	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0732, Rv1857, Rv2002, Rv1102c, Rv1253, Rv3132c, Rv3763, Rv2740, Rv3405c, Rv2602
Rv3123	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1185c, Rv0888, Rv2430c, Rv0889c, Rv3417c, Rv0819, Rv0751c, Rv2350c, Rv1425, Rv2872
Rv3124	moaR1	Transcriptional regulatory protein MoaR1	Non essential	regulatory proteins	Rv1558, Rv0445c, Rv1242, Rv0934, Rv2950c, Rv3145, Rv2748c, Rv3151, Rv2301, Rv3509c
Rv3125c	PPE49	PPE family protein PPE49	Non essential	PE/PPE	Rv3854c, Rv1239c, Rv2584c, Rv3097c, Rv3765c, Rv1033c, Rv1917c, Rv1885c, Rv0073, Rv3389c
Rv3126c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3687c, Rv0948c, Rv1026, Rv3062, Rv2217, Rv1596, Rv0678, Rv0749, Rv0582, Rv0937c
Rv3127	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3214, Rv3364c, Rv0379, Rv1478, Rv1372, Rv3405c, Rv0254c, Rv1102c, Rv1857, Rv3600c
Rv3129	-	hypothetical protein	Non essential	conserved hypotheticals	Rv1102c, Rv0732, Rv1857, Rv1284, Rv0432, Rv3557c, Rv1372, Rv0409, Rv2602, Rv2179c
Rv3130c	tgs1	Triacylglycerol synthase (diacylglycerol acyltransferase) Tgs1	Non essential	lipid metabolism	Rv2816c, Rv3197A, Rv0220, Rv2521, Rv1218c, Rv1848, Rv0601c, Rv3155, Rv1169c, Rv1755c
Rv3131	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3318, Rv2922c, Rv2112c, Rv1237, Rv3723, Rv2719c, Rv3413c, Rv0438c, Rv2378c, Rv0967
Rv3132c	devS	Two component sensor histidine kinase DevS	Non essential	regulatory proteins	Rv0018c, Rv2740, Rv0734, Rv3416, Rv0732, Rv2103c, Rv1253, Rv2002, Rv3763, Rv3405c
Rv3133c	devR	Two component transcriptional regulatory protein DevR (probably LuxR/UhpA-family)	Non essential	regulatory proteins	Rv1777, Rv2006, Rv3734c, Rv3198c, Rv3086, Rv0182c, Rv3506, Rv1180, Rv3480c, NONE
Rv3134c	-	Universal stress protein family protein	Non essential	virulence, detoxification, adaptation	Rv3310, Rv1991c, Rv3287c, Rv0595c, Rv3701c, Rv2604c, Rv1412, Rv1168c, Rv1030, Rv2284
Rv3135	PPE50	PPE family protein PPE50	Non essential	PE/PPE	Rv3282, Rv0130, Rv2673, Rv0937c, Rv0020c, Rv0678, Rv1884c, Rv2217, Rv2466c, Rv2276
Rv3136	PPE51	PPE family protein PPE51	Non essential	PE/PPE	Rv2852c, Rv0602c, Rv1328, Rv2677c, Rv1743, Rv0735, Rv0404, Rv0221, Rv3036c, Rv2497c
Rv3137	-	Probable monophosphatase	Essential	intermediary metabolism and respiration	Rv3276c, Rv3789, Rv3266c, Rv3248c, Rv3227, Rv3280, Rv3219, Rv3260c, Rv3372, Rv3411c
Rv3138	pflA	Probable pyruvate formate lyase activating protein PflA (formate acetyltransferase activating enzyme) ([pyruvate formate-lyase] activating enzyme)	Non essential	intermediary metabolism and respiration	Rv3824c, Rv3617, Rv0159c, Rv2590, Rv0676c, Rv1843c, Rv0516c, Rv0015c, Rv3469c, Rv1747
Rv3139	fadE24	Probable acyl-CoA dehydrogenase FadE24	Non essential	lipid metabolism	Rv2795c, Rv0554, Rv2752c, Rv0561c, Rv0470c, Rv3283, Rv2383c, Rv2384, Rv0465c, Rv1280c
Rv3140	fadE23	Probable acyl-CoA dehydrogenase FadE23	Non essential	lipid metabolism	Rv0554, Rv2795c, Rv2752c, Rv0561c, Rv0470c, Rv3283, Rv2383c, Rv2384, Rv1280c, Rv0465c
Rv3141	fadB4	Probable NADPH quinone oxidoreductase FadB4 (NADPH:quinone reductase) (zeta-crystallin)	Non essential	lipid metabolism	Rv1541c, Rv2710, Rv1261c, Rv1897c, Rv3414c, Rv2007c, Rv3444c, Rv2757c, Rv1121, Rv2043c
Rv3142c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3592, Rv0749, Rv3911, Rv0582, Rv3610c, Rv3488, Rv3062, Rv3357, Rv0418, Rv1596
Rv3143	-	Probable response regulator	Non essential	regulatory proteins	Rv0098, Rv0050, Rv0022c, Rv0016c, Rv3809c, Rv2976c, Rv3667, Rv1284, Rv1860, Rv2626c
Rv3144c	PPE52	PPE family protein PPE52	Non essential	PE/PPE	Rv3586, Rv2894c, Rv0985c, Rv2285, Rv0631c, Rv2902c, Rv2389c, Rv1932, Rv3674c, Rv1700
Rv3145	nuoA	Probable NADH dehydrogenase I (chain A) NuoA (NADH-ubiquinone oxidoreductase chain A)	Non essential	intermediary metabolism and respiration	Rv3151, Rv3148, Rv0445c, Rv1558, Rv3150, Rv1103c, Rv1329c, Rv3124, Rv2267c, Rv0867c
Rv3146	nuoB	Probable NADH dehydrogenase I (chain B) NuoB (NADH-ubiquinone oxidoreductase chain B)	Non essential	intermediary metabolism and respiration	Rv1222, Rv2005c, Rv3273, Rv2174, Rv0821c, Rv2386c, Rv3145, Rv0445c, Rv3151, Rv3148
Rv3147	nuoC	Probable NADH dehydrogenase I (chain C) NuoC (NADH-ubiquinone oxidoreductase chain C)	Non essential	intermediary metabolism and respiration	Rv3364c, Rv3214, Rv0379, Rv1478, Rv1560, Rv1372, Rv0254c, Rv2088, Rv1272c, Rv1102c
Rv3148	nuoD	Probable NADH dehydrogenase I (chain D) NuoD (NADH-ubiquinone oxidoreductase chain D)	Non essential	intermediary metabolism and respiration	Rv3151, Rv3150, Rv3145, Rv1103c, Rv2267c, Rv0445c, Rv1558, Rv1329c, Rv1335, Rv0848
Rv3149	nuoE	Probable NADH dehydrogenase I (chain E) NuoE (NADH-ubiquinone oxidoreductase chain E)	Non essential	intermediary metabolism and respiration	Rv1537, Rv0496, Rv0113, Rv2623, Rv2801c, Rv2919c, Rv3358, Rv0982, Rv2466c, Rv2865
Rv3150	nuoF	Probable NADH dehydrogenase I (chain F) NuoF (NADH-ubiquinone oxidoreductase chain F)	Non essential	intermediary metabolism and respiration	Rv1103c, Rv3148, Rv3151, Rv2267c, Rv1335, Rv3145, Rv1364c, Rv0848, Rv1981c, Rv3045
Rv3151	nuoG	Probable NADH dehydrogenase I (chain G) NuoG (NADH-ubiquinone oxidoreductase chain G)	Non essential	intermediary metabolism and respiration	Rv3145, Rv3148, Rv3150, Rv1558, Rv0445c, Rv1103c, Rv1329c, Rv2267c, Rv0848, Rv3124
Rv3152	nuoH	Probable NADH dehydrogenase I (chain H) NuoH (NADH-ubiquinone oxidoreductase chain H)	Non essential	intermediary metabolism and respiration	Rv3628, Rv3660c, Rv1408, Rv3875, Rv2748c, Rv1410c, Rv0414c, Rv0385, Rv1694, Rv0512
Rv3153	nuoI	Probable NADH dehydrogenase I (chain I) NuoI (NADH-ubiquinone oxidoreductase chain I)	Non essential	intermediary metabolism and respiration	Rv3157, Rv2596, Rv0137c, Rv0533c, Rv0297, Rv1497, Rv2232, Rv3754, Rv0500, Rv0577
Rv3154	nuoJ	Probable NADH dehydrogenase I (chain J) NuoJ (NADH-ubiquinone oxidoreductase chain J)	Non essential	intermediary metabolism and respiration	Rv1699, Rv2299c, Rv1475c, Rv3822, Rv1256c, Rv1161, Rv3080c, Rv3106, Rv3084, Rv0977
Rv3155	nuoK	Probable NADH dehydrogenase I (chain K) NuoK (NADH-ubiquinone oxidoreductase chain K)	Non essential	intermediary metabolism and respiration	Rv0220, Rv1218c, Rv0601c, Rv2816c, Rv1848, Rv3130c, Rv3270, Rv3197A, Rv1169c, Rv1264
Rv3156	nuoL	Probable NADH dehydrogenase I (chain L) NuoL (NADH-ubiquinone oxidoreductase chain L)	Non essential	intermediary metabolism and respiration	Rv2786c, Rv1989c, Rv1665, Rv2537c, Rv1695, Rv3609c, Rv1201c, Rv2155c, Rv1294, Rv0551c
Rv3157	nuoM	Probable NADH dehydrogenase I (chain M) NUOK (NADH-ubiquinone oxidoreductase chain M)	Non essential	intermediary metabolism and respiration	Rv3153, Rv0533c, Rv2596, Rv0297, Rv1497, Rv0137c, Rv0500, Rv3754, Rv1001, Rv2232
Rv3158	nuoN	Probable NADH dehydrogenase I (chain N) NuoN (NADH-ubiquinone oxidoreductase chain N)	Non essential	intermediary metabolism and respiration	Rv3232c, Rv0924c, Rv3617, Rv1955, Rv1213, Rv0516c, Rv1760, Rv2191, Rv3824c, Rv0932c
Rv3159c	PPE53	PPE family protein PPE53	Non essential	PE/PPE	Rv2744c, Rv2027c, Rv0888, Rv0889c, Rv3198c, Rv0823c, Rv3404c, Rv2006, Rv0295c, Rv2911
Rv3160c	-	Possible transcriptional regulatory protein (probably TetR-family)	Non essential	regulatory proteins	Rv3505, Rv1701, Rv3870, Rv3614c, Rv3871, Rv2069, Rv3882c, Rv3873, Rv0190, Rv3883c
Rv3161c	-	Possible dioxygenase	Non essential	intermediary metabolism and respiration	Rv3607c, Rv1651c, Rv3392c, Rv2970c, Rv3547, Rv1182, Rv0286, Rv3083, Rv2462c, Rv1304
Rv3162c	-	Possible integral membrane protein	Non essential	cell wall and cell processes	Rv0022c, Rv0050, Rv1284, Rv3809c, Rv2976c, Rv1860, Rv3557c, Rv3315c, Rv1108c, Rv0016c
Rv3163c	-	Possible conserved secreted protein	Non essential	cell wall and cell processes	Rv3480c, Rv3133c, Rv0802c, Rv0182c, Rv1777, Rv2822c, Rv1886c, Rv0233, Rv0148, Rv1344
Rv3164c	moxR3	Probable methanol dehydrogenase transcriptional regulatory protein MoxR3	Non essential	regulatory proteins	Rv0453, Rv3382c, Rv1876, Rv1997, Rv2150c, Rv2501c, Rv1384, Rv0382c, Rv3808c, Rv1389
Rv3165c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0908, Rv3119, Rv0978c, Rv1344, Rv1745c, Rv0277c, Rv1872c, Rv3109, Rv3383c, Rv0802c
Rv3166c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0467, Rv1330c, Rv2215, Rv3825c, Rv3392c, Rv2349c, Rv3607c, Rv2351c, Rv0583c, Rv2296
Rv3167c	-	Probable transcriptional regulatory protein (probably TetR-family)	Non essential	regulatory proteins	Rv3286c, Rv1561, Rv3307, Rv1737c, Rv1258c, Rv1129c, Rv1368, Rv2848c, Rv3309c, Rv1021
Rv3168	-	Putative aminoglycoside phosphotransferase	Non essential	virulence, detoxification, adaptation	Rv2829c, Rv0900, Rv1114, Rv3835, Rv0126, Rv0902c, Rv0013, Rv2252, Rv0668, Rv0596c
Rv3169	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2103c, Rv3416, Rv1692, Rv0018c, Rv3653, Rv2740, Rv1253, Rv1346, Rv2002, Rv0734
Rv3170	aofH	Probable flavin-containing monoamine oxidase AofH (amine oxidase) (MAO)	Non essential	intermediary metabolism and respiration	Rv0020c, Rv1884c, Rv2466c, Rv2276, Rv0678, Rv0496, Rv3149, Rv1537, Rv3282, Rv0130
Rv3171c	hpx	Possible non-heme haloperoxidase Hpx	Non essential	virulence, detoxification, adaptation	Rv2176, Rv2208, Rv2878c, Rv3619c, Rv3297, Rv3085, Rv3910, Rv0505c, Rv1222, Rv0821c
Rv3172c	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv1222, Rv0821c, Rv2176, Rv2878c, Rv2208, Rv3910, Rv3085, Rv3297, Rv3146, Rv0505c
Rv3173c	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	Non essential	regulatory proteins	Rv3318, Rv2922c, Rv3723, Rv3131, Rv1237, Rv0438c, Rv2378c, Rv2112c, Rv0967, Rv2719c
Rv3174	-	Probable short-chain dehydrogenase/reductase	Non essential	intermediary metabolism and respiration	Rv0981, Rv1341, Rv3704c, Rv1731, Rv1088, Rv2429, Rv1996, Rv3086, Rv1563c, Rv3855
Rv3175	-	Possible amidase (aminohydrolase)	Non essential	intermediary metabolism and respiration	Rv2215, Rv0467, Rv3392c, Rv1330c, Rv2349c, Rv2296, Rv0032, Rv0583c, Rv1182, Rv3607c
Rv3176c	mesT	Probable epoxide hydrolase MesT (epoxide hydratase) (arene-oxide hydratase)	Non essential	virulence, detoxification, adaptation	Rv2332, Rv2950c, Rv0956, Rv3124, Rv2497c, Rv3913, Rv1558, Rv0445c, Rv1492, Rv2498c
Rv3177	-	Possible peroxidase (non-haem peroxidase)	Non essential	virulence, detoxification, adaptation	Rv0827c, Rv1897c, Rv1009, Rv3470c, Rv2949c, Rv2710, Rv2495c, Rv1261c, Rv1223, Rv3414c
